,name,LTE,year,weight,display_type,screen_size,ppi,cpu_ghz,ram,internal,camera,front_cam,blth_v,battery,price
857,HP iPAQ Voice Messenger,0,"2008, October. Released 2009, March",107 g (3.77 oz),"TFT, 65K colors","2.4 inches, 17.8 cm2 (~31.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",528 MHz ARM 11,"128 MB RAM, 256 MB ROM","128 MB RAM, 256 MB ROM","3.15 MP, AF",No,"2.0, A2DP",Removable Li-Po 1260 mAh battery,About 80 EUR
858,HP iPAQ Data Messenger,0,"2008, October. Released 2009, March",160 g (5.64 oz),"TFT resistive touchscreen, 65K colors","2.81 inches, 24.5 cm2 (~37.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~142 ppi density)",528 MHz ARM 11,"128 MB RAM, 256 MB ROM","128 MB RAM, 256 MB ROM","3.15 MP, AF",No,"2.0, A2DP",Removable Li-Po 1140 mAh battery,About 150 EUR
859,HP iPAQ 910c,0,"2007, September. Released 2008, July",146 g (5.15 oz),"TFT resistive touchscreen, 65K colors","2.46 inches, 18.7 cm2 (~25.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~163 ppi density)",Marvell PXA270 416 MHz,"128 MB RAM, 256 MB ROM","128 MB RAM, 256 MB ROM","3.15 MP, AF",No,2.0,Removable Li-Ion 1840 mAh battery,About 210 EUR
860,HP iPAQ 610c,0,"2007, September",145 g (5.11 oz),"TFT resistive touchscreen, 65K colors","2.8 inches, 24.3 cm2 (~34.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",Marvell PXA270 520 MHz,"128 MB RAM, 256 MB ROM","128 MB RAM, 256 MB ROM","3.15 MP, AF",No,"2.0, A2DP",Removable Li-Po 1590 mAh battery,About 170 EUR
861,HP iPAQ 514,0,"2007, February",102 g (3.60 oz),"TFT, 65K colors","2.0 inches, 12.6 cm2 (~24.2% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),200 MHz ARM926EJ-S,"64 MB RAM, 128 MB ROM","64 MB RAM, 128 MB ROM",1.3 MP,No,1.2,Removable Li-Ion 1100 mAh battery,About 90 EUR
862,HP iPAQ rw6815,0,"2006, October",140 g (4.94 oz),"TFT resistive touchscreen, 256K colors (65K effective)","2.7 inches, 22.6 cm2 (~38.2% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~148 ppi density)",Intel PXA272 416 MHz,"64 MB RAM, 128 MB ROM","64 MB RAM, 128 MB ROM",2 MP,No,1.2,Removable Li-Ion 1530 mAh battery,About 150 EUR
863,HP iPAQ rw6828,0,"2006, Q2",140 g (4.94 oz),"TFT resistive touchscreen, 256K colors (65K effective)","2.7 inches, 22.6 cm2 (~38.2% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~148 ppi density)",Intel PXA 272 416 MHz,"64 MB RAM, 128 MB ROM","64 MB RAM, 128 MB ROM",2 MP,No,1.2,Removable Li-Po 1530 mAh battery,About 290 EUR
864,HP iPAQ rw6818,0,"2006, Q2",140 g (4.94 oz),"TFT resistive touchscreen, 256K colors (65K effective)","2.7 inches, 22.6 cm2 (~38.2% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~148 ppi density)",Intel PXA 272 416 MHz,"64 MB RAM, 128 MB ROM","64 MB RAM, 128 MB ROM",2 MP,No,1.2,Removable Li-Po 1530 mAh battery,About 290 EUR
867,HP iPAQ hw6515,0,"2005, Q2",165 g (5.82 oz),"TFT resistive touchscreen, 65K colors","3.0 inches, 45 x 60 mm, 29.0 cm2 (~34.7% screen-to-body ratio)","240 x 240 pixels, 1:1 ratio (~113 ppi density)",Intel PXA270 312 MHz,"64 MB RAM, 64 MB ROM","64 MB RAM, 64 MB ROM",1.3 MP,No,1.2,Removable Li-Ion 1200 mAh battery,About 280 EUR
869,HP iPAQ h6325,0,"2004, Q4",190 g (6.70 oz),"TFT resistive touchscreen, 65K colors","3.5 inches, 53 x 71 mm, 37.9 cm2 (~37.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~114 ppi density)",ARM925T,"64 MB RAM, 64 MB ROM","64 MB RAM, 64 MB ROM",VGA,No,1.1,Removable Li-Ion 1800 mAh battery,About 180 EUR
872,HTC Desire 12s,1,"2018, December",150 g (5.29 oz),"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm2 (~74.8% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",Octa-core 1.4 GHz Cortex-A53,"64 GB, 4 GB RAM or 32 GB, 3 GB RAM","64 GB, 4 GB RAM or 32 GB, 3 GB RAM","13 MP, f/2.0, PDAF","13 MP, f/2.2","4.2, A2DP, LE",Non-removable Li-Ion 3075 mAh battery,About 200 EUR
873,HTC Exodus 1,1,"2018, October",-,"Super LCD6 capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~80.3% screen-to-body ratio)","1440 x 2880 pixels, 18:9 ratio (~537 ppi density)",Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),"128 GB, 6 GB RAM","128 GB, 6 GB RAM","12 MP, f/1.8, 1/2.55"", 1.4m, OIS, dual pixel PDAF & laser AF, OIS
16 MP (12 MP effective), f/2.6, 1.0m, 2x optical zoom, AF","8 MP, f/2.0, 1/4"", 1.12m
8 MP, f/2.0, 1/4"", 1.12m","5.0, A2DP, aptX HD, LE",Non-removable Li-Ion 3500 mAh battery,About BTC 0.15/ETH 4.78(crypto curr)
874,HTC U12 life,1,"2018, August",175 g (6.17 oz),"Capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~77.7% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~402 ppi density)",Octa-core 1.8 GHz Kryo 260,"128 GB, 6 GB RAM or 64 GB, 4 GB RAM","128 GB, 6 GB RAM or 64 GB, 4 GB RAM","16 MP, f/2.0, PDAF
5 MP, depth sensor","13 MP, f/2.0","5.0, A2DP, LE",Non-removable Li-Ion 3600 mAh battery,About 300 EUR
875,HTC U12+,1,"2018, May",188 g (6.63 oz),"Super LCD6 capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~80.3% screen-to-body ratio)","1440 x 2880 pixels, 18:9 ratio (~537 ppi density)",Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),"64/128 GB, 6 GB RAM","64/128 GB, 6 GB RAM","12 MP, f/1.8, 1/2.55"", 1.4m, OIS, dual pixel PDAF & laser AF, OIS
16 MP (12 MP effective), f/2.6, 1.0m, 2x optical zoom, AF","8 MP, f/2.0, 1/4"", 1.12m
8 MP, f/2.0, 1/4"", 1.12m","5.0, A2DP, aptX HD, LE",Non-removable Li-Ion 3500 mAh battery,About 650 EUR
876,HTC Desire 12+,1,"2018, March",157.5 g (5.57 oz),"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~76.7% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~268 ppi density)",Octa-core 1.8 GHz Cortex-A53,"32 GB, 3 GB RAM","32 GB, 3 GB RAM","13 MP, f/2.2, PDAF
2 MP, depth sensor","8 MP, f/2.0","4.2, A2DP, LE",Non-removable Li-Ion 2965 mAh battery,About 250 EUR
877,HTC Desire 12,1,"2018, March",137 g (4.83 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 78.1 cm2 (~74.2% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~293 ppi density)",Quad-core 1.3 GHz Cortex-A53,"32 GB, 3 RAM or 16 GB, 2 GB RAM","32 GB, 3 RAM or 16 GB, 2 GB RAM","13 MP, f/2.2, PDAF","5 MP, f/2.4, 1/5"" 1.12m","4.2, A2DP, LE",Non-removable Li-Ion 2730 mAh battery,About 130 EUR
878,HTC U11 Eyes,1,"2018, January",185 g (6.53 oz),"Super LCD3 capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~78.4% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~402 ppi density)",Octa-core,"64 GB, 4 GB RAM","64 GB, 4 GB RAM","12 MP, f/1.7, 1.4 m, OIS, PDAF","5 MP, f/2.2
5 MP","4.2, A2DP, LE",Non-removable Li-Ion 3930 mAh battery,About 400 EUR
879,HTC U11+,1,"2017, November",188 g (6.63 oz),"Super LCD6 capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~78.3% screen-to-body ratio)","1440 x 2880 pixels, 18:9 ratio (~537 ppi density)",Octa-core (4x2.45 GHz Kryo & 4x1.9 GHz Kryo),"128 GB, 6 GB RAM or 64 GB, 4 GB RAM","128 GB, 6 GB RAM or 64 GB, 4 GB RAM","12 MP, f/1.7, 1/2.55"", 1.4m, OIS, dual pixel PDAF","8 MP, f/2.0","5.0, A2DP, aptX HD, LE",Non-removable Li-Ion 3930 mAh battery,About 660 EUR
880,HTC U11 Life,1,"2017, November",142 g (5.01 oz),"Super LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~68.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",Octa-core 2.2 GHz Cortex-A53,"64 GB, 4 GB RAM or 32 GB, 3 GB RAM","64 GB, 4 GB RAM or 32 GB, 3 GB RAM","16 MP, PDAF, f/2.0","16 MP, f/2.0","5.0, A2DP, LE",Non-removable Li-Ion 2600 mAh battery,About 210 EUR
881,HTC U11,1,"2017, May",169 g (5.96 oz),"Super LCD5 capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.4% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~534 ppi density)",Octa-core (4x2.45 GHz Kryo & 4x1.9 GHz Kryo),"128 GB, 6 GB RAM or 64 GB, 4 GB RAM","128 GB, 6 GB RAM or 64 GB, 4 GB RAM","12 MP, f/1.7, 1/2.55"", 1.4m, dual pixel PDAF, 5-axis OIS","16 MP, f/2.0","4.2, A2DP, LE (5.0 after SW update)",Non-removable Li-Ion 3000 mAh battery,About 370 EUR
882,HTC One X10,1,"2017, April",175 g (6.17 oz),"Super LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"32 GB, 3 GB RAM","32 GB, 3 GB RAM","16 MP, f/2.0, 26mm (wide), AF","8 MP, f/2.2, 1/4"", 23mm (wide), 1.12m","4.2, A2DP",Non-removable 4000 mAh battery,About 200 EUR
883,HTC U Ultra,1,"2017, January",170 g (6.00 oz),"Super LCD5 capacitive touchscreen, 16M colors","5.7 inches, 90.3 cm2 (~69.7% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~513 ppi density)",Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),"64/128 GB, 4 GB RAM","64/128 GB, 4 GB RAM","12 MP, f/1.8, 26mm (wide), 1/2.3"", 1.55m, OIS, PDAF & laser AF",16 MP,"4.2, A2DP, LE",Non-removable Li-Ion 3000 mAh battery,About 250 EUR
884,HTC U Play,1,"2017, January",145 g (5.11 oz),"Super LCD capacitive touchscreen, 16M colors","5.2 inches, 73.2 cm2 (~68.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~428 ppi density)",Octa-core (4x2.0 GHz Cortex-A53 & 4x1.1 GHz Cortex-A53),"64 GB, 4 GB RAM or 32 GB, 3 RAM","64 GB, 4 GB RAM or 32 GB, 3 RAM","16 MP, f/2.0, 28mm (wide), 1.0m, OIS, PDAF","16 MP, f/2.0, 27mm (wide), 1/3.1"", 1.0m","4.2, A2DP, LE",Non-removable Li-Ion 2500 mAh battery,About 150 EUR
885,HTC 10 evo,1,"2016, November",174 g (6.14 oz),"Super LCD3 capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.2% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~534 ppi density)",Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57),"32/64 GB, 3 GB RAM","32/64 GB, 3 GB RAM","16 MP, OIS PDAF, f/2.0","8 MP, f/2.4","4.1, A2DP, LE",Non-removable Li-Ion 3200 mAh battery,About 230 EUR
886,HTC Desire 650,1,"2016, November",140 g (4.94 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.6 GHz Cortex-A7,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","13 MP, f/2.0, 28mm (wide), AF","5 MP, f/2.8, 34mm (standard)","4.1, A2DP, LE",Non-removable Li-Ion 2200 mAh battery,About 170 EUR
887,HTC Desire 10 Pro,1,"2016, September",165 g (5.82 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.8 cm2 (~70.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~400 ppi density)",Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"64 GB, 4 GB RAM","64 GB, 4 GB RAM","20 MP, f/2.2, 28mm (wide), laser AF","13 MP, f/2.2, 28mm (wide)","4.2, A2DP, LE",Non-removable Li-Ion 3000 mAh battery,About 260 EUR
888,HTC Desire 10 Compact,1,"2017, Q1",148 g (5.22 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~64.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.5 GHz Cortex-A7,"32 GB, 3 GB RAM","32 GB, 3 GB RAM","13 MP, f/2.2, 28mm (wide), AF","5 MP, f/2.8, 34mm (standard)","4.1, A2DP, LE",Non-removable Li-Ion 3300 mAh battery,About 150 EUR
889,HTC Desire 10 Lifestyle,1,"2016, September",155 g (5.47 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~69.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Quad-core 1.4 GHz Cortex-A7,"32 GB, 3 GB RAM","32 GB, 3 GB RAM","13 MP, f/2.2, 28mm (wide), AF","5 MP, f/2.8, 34mm (standard)","4.1, A2DP, LE",Non-removable Li-Ion 2700 mAh battery,About 200 EUR
890,HTC One A9s,1,"2016, September",149.8 g (5.29 oz),"Super LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"32 GB, 3 GB RAM or 16 GB, 2 GB RAM","32 GB, 3 GB RAM or 16 GB, 2 GB RAM","13 MP, f/2.2, 28mm (wide), 1.12m, AF","5 MP, f/2.8, 34mm (standard), 1/5"", 1.12m","4.2, A2DP",Non-removable Li-Ion 2300 mAh battery,About 150 EUR
891,HTC Desire 728 Ultra,1,"2016, August",153 g (5.40 oz),"Super LCD2 capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~67.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Octa-core 1.5 GHz Cortex-A53,"32 GB, 3 GB RAM","32 GB, 3 GB RAM","13 MP, f/2.2, 28mm (wide), AF","5 MP, f/2.8, 34mm (standard)","4.1, A2DP",Non-removable Li-Po 2800 mAh battery,About 220 EUR
892,HTC Desire 628,1,"2016, May",142 g (5.01 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Octa-core 1.3 GHz Cortex-A53,"32 GB, 3 GB RAM","32 GB, 3 GB RAM","13 MP, f/2.0, 28mm (wide), AF","5 MP, f/2.4, 28mm (wide)","4.1, A2DP, LE",Non-removable Li-Ion 2200 mAh battery,About 200 EUR
893,HTC One M9 Prime Camera,1,"2016, May",158 g (5.57 oz),"Super LCD3 capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",Octa-core 2.2 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","13 MP, f/2.0, 28mm (wide), OIS, AF","4 MP, f/2.0, 27mm (wide), 1/3"", 2m","4.1, A2DP, aptX",Non-removable Li-Po 2840 mAh battery,About 250 EUR
894,HTC Desire 830,1,"2016, May",156 g (5.50 oz),"Super LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~67.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core 1.5 GHz Cortex-A53,"32 GB, 3 GB RAM","32 GB, 3 GB RAM","13 MP, f/2.0, 28mm (wide), 1.12m, OIS, AF","4 MP, f/2.0, 27mm (wide), 1/3"", 2m","4.1, A2DP",Non-removable Li-Ion 2800 mAh battery,About 200 EUR
895,HTC One S9,1,"2016, April",158 g (5.57 oz),"Super LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",Octa-core 2.0 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","13 MP, f/2.0, 28mm (wide), OIS, AF","4 MP, f/2.0, 27mm (wide), 1/3"", 2m","4.1, A2DP",Non-removable Li-Ion 2840 mAh battery,About 210 EUR
896,HTC 10 Lifestyle,1,"2016, April",161 g (5.68 oz),"Super LCD5 capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~71.1% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~565 ppi density)",Octa-core (4x1.8 GHz Cortex-A72 & 4x1.2 GHz Cortex-A53),"32 GB, 3 GB RAM","32 GB, 3 GB RAM","12 MP, f/1.8, 26mm (wide), 1/2.3"", 1.55m, OIS, laser AF","5 MP, f/1.8, 23mm (wide), 1/4.1"", 1.34m, OIS, AF","4.2, A2DP, aptX",Non-removable Li-Ion 3000 mAh battery,About 250 EUR
897,HTC 10,1,"2016, April",161 g (5.68 oz),"Super LCD5 capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~71.1% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~565 ppi density)",Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),"32/64 GB, 4 GB RAM","32/64 GB, 4 GB RAM","12 MP, f/1.8, 26mm (wide), 1/2.3"", 1.55m, OIS, laser AF","5 MP, f/1.8, 23mm (wide), 1/4.1"", 1.34m, OIS, AF","4.2, A2DP, aptX",Non-removable Li-Ion 3000 mAh battery,About 300 EUR
898,HTC Desire 825,1,"2016, February",155 g (5.47 oz),"Super LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~69.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Quad-core 1.6 GHz Cortex-A7,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","13 MP, f/2.2, 28mm (wide), AF","5 MP, f/2.8","4.1, A2DP",Non-removable Li-Ion 2700 mAh battery,About 240 EUR
899,HTC Desire 630,1,"2016, February",140 g (4.94 oz),"Super LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.6 GHz Cortex-A7,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","13 MP, AF, f/2.4","5 MP, f/2.8","4.1, A2DP",Removable Li-Ion 2200 mAh battery,About 190 EUR
900,HTC Desire 530,1,"2016, February",140 g (4.94 oz),"Super LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.1 GHz Cortex-A7,"16 GB, 1.5 GB RAM","16 GB, 1.5 GB RAM","8 MP, AF, f/2.4","5 MP, f/2.8","4.1, A2DP",Non-removable Li-Ion 2200 mAh battery,About 170 EUR
901,HTC Desire 625,1,"2016, August",140.1 g (4.94 oz),"Capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.1 GHz Cortex-A7,"8 GB, 1.5 GB RAM","8 GB, 1.5 GB RAM","5 MP, AF",1.3 MP,"4.0, A2DP",Non-removable Li-Ion 2000 mAh battery,About 70 EUR
902,HTC One X9,1,"2015, December",170 g (6.00 oz),"Super LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core 2.2 GHz Cortex-A53,"32 GB, 3 GB RAM","32 GB, 3 GB RAM","13 MP, f/2.0, 28mm (wide), OIS, AF","5 MP, f/2.8, 34mm (standard)","4.2, A2DP, aptX",Non-removable Li-Ion 3000 mAh battery,About 300 EUR
903,HTC One M9s,1,"2015, November",158 g (5.57 oz),"Super LCD3 capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",Octa-core 2.2 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","13 MP, f/2.0, 28mm (wide), OIS, AF","4 MP, f/2.0, 27mm (wide), 1/3"", 2m","4.1, A2DP, aptX",Non-removable Li-Po 2840 mAh battery,About 270 EUR
904,HTC Desire 828 dual sim,1,"2015, November",-,"Capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~67.0% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core 1.5 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","13 MP, f/2.2, OIS, AF","4 MP, f/2.0, 27mm (wide), 1/3"", 2m","4.0, A2DP",Non-removable Li-Ion 2800 mAh battery,About 250 EUR
905,HTC Desire 728 dual sim,1,"2015, September",153 g (5.40 oz),"Super LCD2 capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~67.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Octa-core 1.3 GHz Cortex-A53,"16 GB, 2 GB RAM - Desire 72816 GB, 1.5 GB RAM - Desire 728G","16 GB, 2 GB RAM - Desire 72816 GB, 1.5 GB RAM - Desire 728G","13 MP, f/2.2, 28mm (wide), AF","5 MP, f/2.8, 34mm (standard)","4.1, A2DP",Non-removable Li-Po 2800 mAh battery,About 240 EUR
906,HTC One E9s dual sim,1,"2015, October",165 g (5.82 oz),"Capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~66.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Octa-core 1.5 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","13 MP, f/2.2, 28mm (wide), AF","4 MP, f/2.0, 27mm (wide), 1/3"", 2m","4.1, A2DP",Removable Li-Ion 2600 mAh battery,About 310 EUR
907,HTC Butterfly 3,1,"2015, September",161 g (5.68 oz),"Capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~67.6% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~565 ppi density)",Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57),"32 GB, 3 GB RAM","32 GB, 3 GB RAM","20.2 MP, f/2.2, 28mm (wide), AF
Secondary depth sensor","13 MP, f/2.0, 28mm (wide)","4.1, A2DP, aptX",Non-removable Li-Ion 2700 mAh battery,About 300 EUR
908,HTC One A9,1,"2015, September",143 g (5.04 oz),"AMOLED capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53),"16 GB, 2 GB RAM32 GB, 3 GB RAM","16 GB, 2 GB RAM32 GB, 3 GB RAM","13 MP, f/2.0, OIS, AF","4 MP, f/2.0, 27mm (wide), 1/3"", 2m","4.1, A2DP, aptX",Non-removable Li-Ion 2150 mAh battery,About 300 EUR
909,HTC One M9+ Supreme Camera,1,"2015, September",168 g (5.93 oz),"Super LCD3 capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~68.6% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~565 ppi density)",Octa-core 2.2 GHz Cortex-A53,"32 GB, 3 GB RAM","32 GB, 3 GB RAM","21 MP, f/2.2, 27mm (wide), OIS, laser AF","4 MP, f/2.0, 27mm (wide), 1/3"", 2m","4.1, A2DP, aptX",Non-removable Li-Po 2840 mAh battery,About 480 EUR
911,HTC Desire 626s,1,"2015, July",138.9 g (4.90 oz),"Capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.1 GHz Cortex-A7,"8 GB, 1 GB RAM8 GB, 1.5 GB RAM (T-Mobile only)","8 GB, 1 GB RAM8 GB, 1.5 GB RAM (T-Mobile only)","8 MP, AF",2 MP,"4.1, A2DP",Non-removable Li-Ion 2000 mAh battery,About 190 EUR
912,Huawei Honor View 20,1,"2018, December",180 g (6.35 oz),"IPS LCD capacitive touchscreen, 16M colors","6.4 inches, 101.4 cm2 (~85.7% screen-to-body ratio)",1080 x 2310 pixels (~398 ppi density),Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55),"256 GB, 8 GB RAM or 128 GB, 6/8 GB RAM","256 GB, 8 GB RAM or 128 GB, 6/8 GB RAM","48 MP, f/1.8, 1/2"", 0.8m, PDAF
TOF 3D stereo camera","25 MP, f/2.0","5.0, A2DP, aptX HD, LE",Non-removable Li-Po 4000 mAh battery,About 460 EUR
913,Huawei nova 4,1,"2018, December",172 g (6.07 oz),"IPS LCD capacitive touchscreen, 16M colors","6.4 inches, 101.4 cm2 (~86.0% screen-to-body ratio)",1080 x 2310 pixels (~398 ppi density),Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53),"128 GB, 8 GB RAM","128 GB, 8 GB RAM","48 MP, f/1.8, PDAF
16 MP, f/2.2
2 MP, f/2.4, depth sensor","25 MP, f/2.0","4.2, A2DP, EDR, LE, aptX HD",Non-removable Li-Ion 3750 mAh battery,About 480 EUR
914,Huawei P Smart (2019),1,"2018, December",160 g (5.64 oz),"LTPS IPS LCD capacitive touchscreen, 16M colors","6.21 inches, 94.7 cm2 (~83.1% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~415 ppi density)",Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),"64 GB, 3 GB RAM","64 GB, 3 GB RAM","13 MP, f/2.2, PDAF
2 MP, depth sensor",8 MP,"4.2, A2DP, LE",Non-removable Li-Ion 3400 mAh battery,About 250 EUR
916,Huawei Honor 10 Lite,1,"2018, November",162 g (5.71 oz),"IPS LCD capacitive touchscreen, 16M colors","6.21 inches, 94.7 cm2 (~83.1% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~415 ppi density)",Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),"64/128 GB, 6 GB RAM or 64 GB, 3/4 GB RAM","64/128 GB, 6 GB RAM or 64 GB, 3/4 GB RAM","13 MP, f/1.8, 26mm (wide), PDAF
2 MP, depth sensor","24 MP, f/2.0, 26mm (wide), 0.9m","4.2, A2DP, LE",Non-removable Li-Po 3400 mAh battery,About 210 EUR
